Date,Sentiment,Stock Return
2021-02-26,7469.0,233.333328
2021-03-01,7045.0,230.036667
2021-03-02,6583.0,239.426666
2021-03-03,7018.0,229.330002
2021-03-04,6524.0,218.600006
2021-03-05,6137.0,208.686661
2021-03-08,7098.0,200.183334
2021-03-12,7435.0,223.333328
2021-03-15,7697.0,231.363327
2021-03-17,3481.0,218.956665
2021-03-18,6498.0,228.096664
2021-03-19,8329.0,215.53334
2021-03-23,9102.0,225.256668
2021-03-24,9833.0,222.636673
2021-03-25,8011.0,204.333328
2021-03-30,6356.0,200.583328
2021-03-31,4878.0,215.539993
2021-04-01,6814.0,229.456665
2021-04-05,7454.0,235.903336
2021-04-06,5432.0,230.100006
2021-04-07,6782.0,229.0
2021-04-08,6515.0,225.793335
2021-04-09,6610.0,225.92334
2021-04-14,5454.0,256.899994
2021-04-15,8496.0,247.699997
2021-04-16,7051.0,242.883331
2021-04-22,6931.0,247.166672
2021-04-23,4294.0,239.933334
2021-04-27,6270.0,239.320007
2021-04-28,6186.0,232.136673
2021-04-29,5763.0,233.169998
2021-05-05,6640.0,227.020004
2021-05-06,8458.0,226.919998
2021-05-07,8223.0,221.933334
2021-05-11,6778.0,199.746674
2021-05-13,8622.0,200.513336
2021-05-18,7012.0,189.333328
2021-05-19,9188.0,184.183334
2021-05-20,7682.0,191.666672
2021-05-24,7740.0,193.866669
2021-05-26,8131.0,202.520004
2021-05-28,7757.0,209.5
2021-06-02,8711.0,206.710007
2021-06-04,7667.0,193.236664
2021-06-11,3814.0,203.410004
2021-06-14,5722.0,204.07666
2021-06-15,5828.0,205.563339
2021-06-16,5871.0,199.179993
2021-06-17,4122.0,200.630005
2021-06-21,5196.0,208.160004
2021-06-24,5995.0,224.996674
2021-06-25,7242.0,229.860001
2021-06-28,8479.0,223.880005
2021-06-30,5540.0,226.589996
2021-07-01,6197.0,227.973328
2021-07-02,6981.0,226.32666
2021-07-06,8346.0,227.236664
2021-07-07,6988.0,221.42334
2021-07-08,5109.0,209.456665
2021-07-09,4543.0,217.726669
2021-07-13,7315.0,228.773331
2021-07-14,4154.0,223.583328
2021-07-20,5669.0,217.330002
2021-07-26,6584.0,216.990005
2021-07-27,3825.0,221.133331
2021-07-28,6889.0,215.666672
2021-07-29,6024.0,216.596664
2021-07-30,7104.0,223.919998
2021-08-02,6971.0,233.333328
2021-08-03,6537.0,239.666672
2021-08-04,6911.0,237.0
2021-08-05,6402.0,238.666672
2021-08-06,7110.0,237.300003
2021-08-13,3907.0,241.236664
2021-08-20,5522.0,227.616669
2021-08-23,3421.0,228.479996
2021-08-25,6000.0,235.676666
2021-08-30,6516.0,238.240005
2021-08-31,8212.0,244.333328
2021-09-02,3404.0,244.833328
2021-09-03,9326.0,244.083328
2021-09-09,5505.0,251.136673
2021-09-10,3118.0,253.199997
2021-09-13,5411.0,246.736664
2021-09-15,5093.0,248.333328
2021-09-16,4938.0,250.943329
2021-09-17,2562.0,252.383331
2021-09-21,4380.0,244.929993
2021-09-24,8494.0,248.630005
2021-10-01,3138.0,259.466675
2021-10-04,8935.0,265.5
2021-10-07,3364.0,261.820007
2021-10-08,4036.0,265.40332
2021-10-12,5175.0,266.976654
2021-10-14,8303.0,271.829987
2021-10-18,9661.0,283.929993
2021-10-19,8913.0,292.51001
2021-10-21,9734.0,285.333344
2021-10-22,7409.0,298.5
2021-10-25,5677.0,316.843323
2021-10-29,9536.0,360.619995
2021-11-01,4272.0,381.666656
2021-11-02,7048.0,386.453339
2021-11-03,8698.0,392.443329
2021-11-09,6958.0,391.200012
2021-11-15,8737.0,339.209991
2021-11-17,8153.0,354.503326
2021-11-18,4833.0,368.850006
2021-11-19,7084.0,366.290009
2021-11-22,6537.0,387.443329
2021-11-24,4500.0,360.130005
2021-11-29,6034.0,366.996674
2021-11-30,5289.0,381.456665
2021-12-01,6306.0,386.899994
2021-12-02,7160.0,366.353333
2021-12-03,6236.0,361.59668
2021-12-06,5144.0,333.83667
2021-12-08,6936.0,350.90332
2021-12-10,7214.0,336.25
2021-12-13,8582.0,333.696655
2021-12-14,8905.0,315.0
2021-12-15,2080.0,317.736664
2021-12-16,8187.0,331.5
2021-12-20,6080.0,303.566681
2021-12-21,5611.0,305.623322
2021-12-22,3174.0,321.886658
2021-12-23,4322.0,335.600006
2021-12-27,5823.0,357.890015
2021-12-28,4457.0,369.829987
2021-12-30,8621.0,353.776672
2022-01-06,8780.0,359.0
2022-01-07,4040.0,360.123322
2022-01-12,3877.0,359.616669
2022-01-14,8681.0,339.959991
2022-01-18,6924.0,342.203339
2022-01-19,6981.0,347.236664
2022-01-20,5573.0,336.57666
2022-01-21,7289.0,332.113342
2022-01-25,8930.0,304.733337
2022-01-26,7229.0,317.476654
2022-01-27,8075.0,311.119995
2022-01-31,7046.0,290.90332
2022-02-02,4596.0,309.393341
2022-02-03,4053.0,294.0
2022-02-07,8243.0,307.929993
2022-02-09,2063.0,311.666656
2022-02-10,5934.0,302.790009
2022-02-11,9627.0,303.209991
2022-02-14,4919.0,287.190002
2022-02-15,3954.0,300.0
2022-02-17,7899.0,304.420013
2022-02-18,6773.0,295.333344
2022-02-22,6378.0,278.043335
2022-03-03,8814.0,292.92334
2022-03-07,8827.0,285.433319
2022-03-09,7972.0,279.82666
2022-03-14,7662.0,260.203339
2022-03-15,6472.0,258.42334
2022-03-17,8020.0,276.996674
2022-03-21,7035.0,304.993347
2022-03-22,7895.0,310.0
2022-03-24,4213.0,336.57666
2022-03-25,7254.0,336.0
2022-03-28,6961.0,355.033325
2022-03-30,4358.0,363.723328
2022-04-01,8088.0,360.383331
2022-04-04,9824.0,363.126678
2022-04-05,8806.0,378.766663
2022-04-07,7518.0,350.796661
2022-04-08,5172.0,347.736664
2022-04-14,8692.0,333.09668
2022-04-18,6720.0,329.676666
2022-04-19,9270.0,335.019989
2022-04-20,7998.0,343.333344
2022-04-21,8307.0,358.243347
2022-04-22,8376.0,338.303345
2022-04-25,9910.0,326.323334
2022-04-26,9384.0,331.809998
2022-04-27,9568.0,299.526672
2022-04-28,9892.0,299.993347
2022-04-29,9902.0,300.75
2022-05-02,9431.0,286.92334
2022-05-03,9000.0,301.059998
2022-05-04,9128.0,301.313324
2022-05-06,7480.0,295.666656
2022-05-09,8346.0,278.816681
2022-05-11,7682.0,265.0
2022-05-12,9304.0,233.666672
2022-05-13,6798.0,257.82666
2022-05-17,5897.0,249.119995
2022-05-18,8904.0,248.17334
2022-05-19,6761.0,235.666672
2022-05-20,6921.0,237.996674
2022-05-23,6097.0,218.339996
2022-05-24,7412.0,217.843338
2022-05-25,8634.0,207.949997
2022-05-26,7282.0,220.473328
2022-05-27,6827.0,241.083328
2022-05-31,7580.0,257.946655
2022-06-01,3580.0,251.720001
2022-06-03,5376.0,243.226669
2022-06-06,5908.0,244.353333
2022-06-07,9568.0,234.0
2022-06-10,5330.0,235.156662
2022-06-14,7572.0,218.286667
2022-06-15,7073.0,220.916672
2022-06-17,7641.0,213.433334
2022-06-21,9738.0,224.603333
2022-07-05,3954.0,223.0
2022-07-06,5544.0,230.779999
2022-07-07,6700.0,233.919998
2022-07-11,7762.0,252.103333
2022-07-12,5776.0,236.846664
2022-07-13,6428.0,225.5
2022-07-15,6544.0,240.0
2022-07-18,8647.0,244.936661
2022-07-19,4118.0,245.0
2022-07-21,8982.0,255.106674
2022-07-22,4892.0,276.220001
2022-07-25,5625.0,272.216675
2022-07-27,7614.0,263.809998
2022-07-28,7994.0,280.066681
2022-07-29,5559.0,280.700012
2022-08-01,4352.0,301.276672
2022-08-02,3205.0,294.003326
2022-08-05,3672.0,302.670013
2022-08-10,3210.0,297.066681
2022-08-11,7772.0,296.513336
2022-08-12,9120.0,289.416656
2022-08-16,8604.0,311.666656
2022-08-17,5483.0,303.396667
2022-08-19,7601.0,299.0
2022-08-22,4431.0,291.91333
2022-08-23,4753.0,291.453339
2022-08-24,3698.0,297.563324
2022-08-25,1530.0,302.359985
2022-08-26,8097.0,297.429993
2022-08-30,4480.0,287.869995
2022-08-31,3456.0,280.619995
2022-09-01,4792.0,272.579987
2022-09-07,4117.0,273.100006
2022-09-08,5385.0,281.299988
2022-09-09,4281.0,291.670013
2022-09-12,6760.0,300.720001
2022-09-13,3625.0,292.899994
2022-09-14,6892.0,292.23999
2022-09-19,4718.0,300.089996
2022-09-23,5866.0,283.089996
2022-09-27,4699.0,283.839996
2022-09-28,4032.0,283.079987
2022-09-29,5134.0,282.76001
2022-09-30,1728.0,266.149994
2022-10-03,6109.0,254.5
2022-10-04,9072.0,250.520004
2022-10-06,5712.0,239.440002
2022-10-07,3000.0,233.940002
2022-10-11,6225.0,220.949997
2022-10-12,4749.0,215.330002
2022-10-13,7544.0,208.300003
2022-10-17,3588.0,210.039993
2022-10-18,3335.0,229.5
2022-10-19,5025.0,219.800003
2022-10-20,4276.0,208.279999
2022-10-21,5288.0,206.419998
2022-10-25,4948.0,210.100006
2022-10-26,8263.0,219.399994
2022-10-27,9803.0,229.770004
2022-10-28,9692.0,225.399994
2022-10-31,8958.0,226.190002
2022-11-01,7989.0,234.050003
2022-11-02,9074.0,226.039993
2022-11-03,7481.0,211.360001
2022-11-04,7716.0,222.600006
2022-11-07,8412.0,208.649994
2022-11-08,9621.0,194.020004
2022-11-09,9070.0,190.779999
2022-11-10,7964.0,189.899994
2022-11-11,7897.0,186.0
2022-11-14,4268.0,192.770004
2022-11-15,8724.0,195.880005
